"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party","attractiveness_score"
1990,"Male","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,0,0,1,2,3,1,0,2,1,4,1,0,1,0,4,9,0,2,2,1,97
1968,"Male","High school graduate","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Something else","Christian","Very important","Very liberal","Democrat","Some of the time","Permanently disabled",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"Very probably","Definitely","Very probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,2,0,1,11,2,3,1,0,12,4,5,1,0,1,0,3,2,0,3,2,1,93
1965,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Jewish",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Very probably","Probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,5,1,1,11,2,3,1,0,6,1,3,2,1,0,1,4,8,1,6,2,0,70
1990,"Male","4-year college degree","Never married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Moderate","Independent","Most of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,100,"Definitely","Definitely","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,0,0,2,2,3,1,0,10,2,3,2,1,0,1,4,8,1,3,1,1,100
1996,"Male","Some college, but no degree (yet)","Never married","White,Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Only now and then","Student",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,3,0,0,18,1,3,1,0,1,1,4,1,0,1,0,2,4,0,3,0,NA,94
1986,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Only now and then","Working part time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,"Very probably","Very probably","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,5,1,1,11,1,3,1,0,1,1,4,1,0,1,0,2,9,0,10,0,NA,87
1995,"Female","High school graduate","Never married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Liberal","Republican","Some of the time","Working full time now",NA,"$500,000 or more",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,2,0,0,6,1,3,1,0,11,3,4,3,2,0,2,3,8,1,17,0,NA,100
1970,"Male","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","spiritual","Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"Definitely not","Definitely not","Definitely not","Definitely not",48,1,5,0,1,11,1,3,1,0,12,2,4,1,0,1,0,4,8,1,2,2,1,67
1990,"Male","4-year college degree","Domestic/civil partnership","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Something else","Baptist","Very important","Conservative","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",61,"Possibly","Possibly","Probably not","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,0,0,2,2,3,1,0,12,4,2,1,0,1,0,3,8,1,5,0,NA,61
1991,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White,Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,27,0,6,1,0,18,1,3,1,0,2,1,5,1,0,1,0,4,8,1,5,1,0,58
1991,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"Very probably","Probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,5,0,1,11,2,3,1,0,1,1,3,2,1,0,1,3,8,1,6,2,0,69
1983,"Female","4-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Very conservative","Republican","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Probably not","Definitely not","Definitely not","Definitely not",35,0,5,0,1,11,1,3,1,0,10,5,1,3,2,0,2,3,8,1,3,2,NA,71
1971,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,75,"Possibly","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1,3,1,1,11,2,3,1,0,2,1,3,2,1,0,1,4,8,1,9,1,1,75
1993,"Female","4-year college degree","Never married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Moderately important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Very probably","Definitely","Definitely","Very probably",NA,NA,NA,NA,NA,25,0,5,0,0,2,1,3,1,0,9,3,5,1,0,1,0,3,8,1,6,1,0,91
1965,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Hardly at all","Taking care of home or family",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Probably not","Probably not","Probably not","Probably not",53,0,3,1,1,11,1,3,1,0,9,1,3,2,1,0,1,1,5,0,3,2,0,50
1983,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Independent","Most of the time","Working part time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,35,1,6,0,0,1,1,3,1,0,2,1,5,2,1,0,1,4,9,0,4,1,1,40
1990,"Male","4-year college degree","Never married","White",NA,"Men","Bisexual",NA,"Yes","Roman Catholic",NA,"Moderately important","Moderate","Democrat","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Possibly","Definitely not","Probably not","Probably",28,1,5,0,1,11,1,1,0,1,11,3,3,1,0,1,0,3,8,1,4,2,1,81
1994,"Female","Some college, but no degree (yet)","Never married","White,Black or African-American",NA,"Men","Other","Asexual","No","Nothing in particular",NA,"Not at all important","Liberal","Democrat","Only now and then","Unemployed",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Possibly","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,24,0,3,0,0,13,1,5,0,0,9,1,4,1,0,1,0,2,7,0,4,1,0,75
1987,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$30,000 - $39,999",90,"Definitely","Definitely","Probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,3,0,1,11,2,3,1,0,2,1,4,1,0,1,0,4,8,1,4,0,NA,90
1989,"Female","High school graduate","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","Nondenominational Christian","Extremely important","Conservative","Republican","Only now and then","Taking care of home or family",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Probably","Probably","Very probably",NA,NA,NA,NA,NA,29,0,2,1,1,11,1,3,1,0,12,5,2,3,2,0,2,2,5,0,11,1,NA,90
1977,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Taking care of home or family",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"Definitely","Definitely","Definitely","Definitely",41,0,3,1,1,11,1,3,1,0,1,1,5,1,0,1,0,4,5,0,12,2,1,93
1983,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Possibly","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,5,1,1,11,2,3,1,0,10,5,2,3,2,0,2,3,8,1,10,2,NA,60
1993,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Conservative","Independent","Most of the time","Working full time now",NA,"$30,000 - $39,999",80,"Very probably","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,2,0,1,11,2,3,1,0,2,1,2,2,1,0,1,4,8,1,4,0,NA,80
1960,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,4,1,1,11,1,3,1,0,1,1,4,1,0,1,0,4,8,1,4,0,NA,88
1980,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Unemployed",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,5,1,1,11,2,3,1,0,2,1,5,1,0,1,0,4,7,0,4,2,1,96
1988,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Taking care of home or family",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Probably not","Possibly","Probably not","Probably",NA,NA,NA,NA,NA,30,0,5,1,1,11,1,3,1,0,1,1,3,2,1,0,1,3,5,0,7,1,1,90
1985,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Democrat","Only now and then","Taking care of home or family",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,3,1,1,11,1,3,1,0,1,1,3,1,0,1,0,2,5,0,6,0,NA,86
1989,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"Definitely not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,29,0,5,1,1,11,1,3,1,0,2,1,5,1,0,1,0,3,8,1,6,1,0,65
1980,"Male","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Some of the time","Unemployed",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,3,0,1,11,1,3,1,0,2,1,3,2,1,0,1,3,7,0,3,0,NA,90
1984,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Moderate","Democrat","Most of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,5,0,1,11,2,3,1,0,10,2,3,1,0,1,0,4,8,1,7,2,1,90
1972,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"Prefer not to say","Protestant",NA,"Very important","Conservative","Republican","Some of the time","Working full time now",NA,"$120,000 - $149,999",91,"Very probably","Very probably","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,5,1,1,11,2,3,1,0,10,4,2,3,2,0,2,3,8,1,12,0,NA,91
1943,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Only now and then","Retired",NA,"Prefer not to say",74,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1,5,0,1,11,2,3,1,0,9,1,3,2,1,0,1,2,3,0,NA,0,NA,74
1985,"Female","Some college, but no degree (yet)","Never married","Black or African-American",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"Probably","Probably","Probably","Very probably",NA,NA,NA,NA,NA,33,0,3,0,0,2,1,3,1,0,1,1,3,2,1,0,1,3,8,1,3,1,1,74
1986,"Male","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$70,000 - $79,999",65,"Possibly","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,5,0,0,1,2,3,1,0,1,1,4,1,0,1,0,3,8,1,8,0,NA,65
1992,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","Non-denominational Christian","Very important","Conservative","Republican","Some of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,26,0,4,1,1,11,1,3,1,0,12,4,2,3,2,0,2,3,8,1,7,1,NA,85
1989,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Very conservative","Republican","Some of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Definitely not","Definitely not","Definitely not","Definitely not",29,1,6,1,1,11,1,3,1,0,11,4,1,3,2,0,2,3,8,1,12,2,NA,31
1981,"Male","2-year college degree","Domestic/civil partnership","White,Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Conservative","Republican","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,84,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,4,0,0,18,2,3,1,0,11,5,2,3,2,0,2,3,8,1,8,1,NA,84
1989,"Male","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Democrat","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,5,0,0,1,2,3,1,0,1,1,3,1,0,1,0,3,8,1,8,2,1,58
1970,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"Yes","Something else","Omnism","Extremely important","Liberal","Democrat","Hardly at all","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,65,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,3,0,1,11,2,3,1,1,12,5,4,1,0,1,0,1,9,0,2,1,0,65
1984,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Buddhist",NA,"Slightly important","Moderate","Democrat","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Definitely","Definitely","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,6,0,0,1,1,3,1,0,3,2,3,1,0,1,0,3,8,1,8,0,NA,75
1982,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Only now and then","Taking care of home or family",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Probably","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,36,0,5,1,1,11,1,3,1,0,10,4,2,3,2,0,2,2,5,0,9,1,NA,90
1987,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working part time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,6,0,1,11,1,3,1,0,1,1,4,1,0,1,0,3,9,0,3,0,NA,90
1966,"Female","Some college, but no degree (yet)","Married","Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Buddhist",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Definitely not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,3,1,0,1,1,3,1,0,3,1,4,1,0,1,0,3,8,1,10,0,NA,50
1938,"Female","2-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Most of the time","Working part time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Very probably","Very probably","Probably",80,0,4,0,1,11,1,3,1,0,10,5,2,3,2,0,2,4,9,0,4,2,NA,100
1968,"Female","4-year college degree","Never married","White",NA,"Women","Bisexual",NA,"No","Protestant",NA,"Extremely important","Liberal","Democrat","Most of the time","Working full time now",NA,"$10,000 - $19,999",80,"Very probably","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,5,0,1,11,2,1,0,0,10,5,4,1,0,1,0,4,8,1,2,0,NA,80
1985,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Republican","Some of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"Definitely","Definitely","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,3,1,1,11,2,3,1,0,1,1,2,3,2,0,2,3,8,1,10,2,NA,80
1995,"Female","4-year college degree","Never married","White",NA,"Men","Bisexual",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"Definitely","Definitely","Definitely","Very probably",23,0,5,0,1,11,1,1,0,0,1,1,4,1,0,1,0,3,8,1,5,2,1,95
1981,"Female","Some college, but no degree (yet)","Never married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Liberal","Republican","Hardly at all","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Very probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,3,0,0,6,1,3,1,0,11,2,4,3,2,0,2,1,8,1,4,0,NA,61
1993,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,"Very probably","Very probably","Probably","Possibly",25,0,5,0,1,11,1,3,1,0,2,1,5,1,0,1,0,4,8,1,5,2,1,86
1989,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Liberal","Democrat","Hardly at all","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Probably","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,2,0,1,11,2,3,1,0,1,2,4,1,0,1,0,1,8,1,6,2,1,71
1989,"Female","4-year college degree","Never married","White",NA,"Men","Other","Asexual","No","Protestant",NA,"Extremely important","Liberal","Independent","Most of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,5,0,1,11,1,5,0,0,10,5,4,2,1,0,1,4,8,1,3,0,NA,90
